Country,Country_Code,Region,Year,Month,Flight_Capacity,Passengers,Load_Factor,Average_Ticket_Price,Revenue,Tourism_Maturity
Costa Rica,COS,Central America,2020,11,6910,5551,0.803,521.84,2896719.48,emerging
Costa Rica,COS,Central America,2020,12,11255,9729,0.864,785.59,7643004.75,emerging
Costa Rica,COS,Central America,2021,1,14602,12846,0.88,556.34,7146694.15,emerging
Costa Rica,COS,Central America,2021,2,17014,11917,0.7,505.72,6026631.71,emerging
Costa Rica,COS,Central America,2021,3,18910,14326,0.758,522.33,7482907.4,emerging
Costa Rica,COS,Central America,2021,4,17827,14318,0.803,610.6,8742556.33,emerging
Costa Rica,COS,Central America,2021,5,20656,17708,0.857,512.96,9083531.02,emerging
Costa Rica,COS,Central America,2021,6,18207,15670,0.861,878.43,13765067.75,emerging
Costa Rica,COS,Central America,2021,7,22107,14209,0.643,730.19,10375321.17,emerging
Costa Rica,COS,Central America,2021,8,25588,16025,0.626,747.56,11979694.46,emerging
Costa Rica,COS,Central America,2021,9,22335,16884,0.756,622.16,10504577.71,emerging
Costa Rica,COS,Central America,2021,10,18439,14571,0.79,496.27,7231107.24,emerging
Costa Rica,COS,Central America,2021,11,18721,12396,0.662,518.01,6421307.5,emerging
Costa Rica,COS,Central America,2021,12,15608,13523,0.866,898.56,12151182.84,emerging
Costa Rica,COS,Central America,2022,1,23430,15031,0.642,530.52,7974313.63,emerging
Costa Rica,COS,Central America,2022,2,18300,16548,0.904,654.29,10827121.93,emerging
Costa Rica,COS,Central America,2022,3,33808,24434,0.723,604.82,14778211.5,emerging
Costa Rica,COS,Central America,2022,4,29708,24328,0.819,523.88,12744903.57,emerging
Costa Rica,COS,Central America,2022,5,31220,19553,0.626,555.63,10864143.59,emerging
Costa Rica,COS,Central America,2022,6,28141,24653,0.876,914.48,22544765.44,emerging
Costa Rica,COS,Central America,2022,7,40679,25656,0.631,838.35,21508780.06,emerging
Costa Rica,COS,Central America,2022,8,31180,27487,0.882,783.93,21547775.16,emerging
Costa Rica,COS,Central America,2022,9,21394,15185,0.71,657.11,9978169.94,emerging
Costa Rica,COS,Central America,2022,10,38098,28129,0.738,637.73,17938677.91,emerging
Costa Rica,COS,Central America,2022,11,20829,14787,0.71,610.83,9032286.02,emerging
Costa Rica,COS,Central America,2022,12,28040,18771,0.669,926.83,17397597.47,emerging
Panama,PAN,Central America,2018,1,24993,23647,0.946,630.3,14904720.11,emerging
Panama,PAN,Central America,2018,2,20549,14567,0.709,798.03,11624899.42,emerging
Panama,PAN,Central America,2018,3,23484,16995,0.724,632.14,10743178.89,emerging
Panama,PAN,Central America,2018,4,38039,25988,0.683,615.37,15992289.13,emerging
Panama,PAN,Central America,2018,5,37534,27662,0.737,639.96,17702630.81,emerging
Panama,PAN,Central America,2018,6,27807,25409,0.914,920.35,23385258.17,emerging
Panama,PAN,Central America,2018,7,30908,21195,0.686,1185.85,25134127.99,emerging
Panama,PAN,Central America,2018,8,20864,18477,0.886,1167.62,21574034.29,emerging
Panama,PAN,Central America,2018,9,32429,22793,0.703,752.41,17149680.88,emerging
Panama,PAN,Central America,2018,10,30070,26250,0.873,786.88,20655535.05,emerging
Panama,PAN,Central America,2018,11,26715,22452,0.84,630.35,14152703.25,emerging
Panama,PAN,Central America,2018,12,22222,18100,0.815,948.52,17168204.42,emerging
Panama,PAN,Central America,2019,1,16701,11158,0.668,694.63,7750709.08,emerging
Panama,PAN,Central America,2019,2,25075,19713,0.786,768.41,15147684.08,emerging
Panama,PAN,Central America,2019,3,21803,13890,0.637,653.91,9082864.15,emerging
Panama,PAN,Central America,2019,4,32112,25427,0.792,798.28,20297859.13,emerging
Panama,PAN,Central America,2019,5,36372,28427,0.782,601.04,17085708.52,emerging
Panama,PAN,Central America,2019,6,24006,15107,0.629,1109.7,16764211.09,emerging
Panama,PAN,Central America,2019,7,40153,26803,0.668,1077.78,28887732.83,emerging
Panama,PAN,Central America,2019,8,40990,25867,0.631,1092.12,28249967.16,emerging
Panama,PAN,Central America,2019,9,35400,24790,0.7,754.68,18708641.0,emerging
Panama,PAN,Central America,2019,10,25331,21907,0.865,805.15,17638403.26,emerging
Panama,PAN,Central America,2019,11,24990,17133,0.686,689.81,11818596.25,emerging
Panama,PAN,Central America,2019,12,24267,14570,0.6,1095.14,15956145.85,emerging
Panama,PAN,Central America,2020,1,5854,3943,0.674,762.55,3006739.18,emerging
Panama,PAN,Central America,2020,2,7307,4571,0.626,748.51,3421449.8,emerging
Panama,PAN,Central America,2020,3,10543,6600,0.626,693.53,4577297.02,emerging
Panama,PAN,Central America,2020,4,9924,8273,0.834,650.96,5385432.39,emerging
Panama,PAN,Central America,2020,5,8208,7177,0.874,815.16,5850367.78,emerging
Panama,PAN,Central America,2020,6,10677,10005,0.937,1081.5,10820393.77,emerging
Panama,PAN,Central America,2020,7,10724,9025,0.842,1172.67,10583305.46,emerging
Panama,PAN,Central America,2020,8,8338,7382,0.885,959.02,7079513.25,emerging
Panama,PAN,Central America,2020,9,7146,5582,0.781,671.61,3748908.32,emerging
Panama,PAN,Central America,2020,10,6440,6073,0.943,749.95,4554475.93,emerging
Panama,PAN,Central America,2020,11,7082,6725,0.95,688.19,4628094.67,emerging
Panama,PAN,Central America,2020,12,6246,4149,0.664,1054.56,4375353.39,emerging
Panama,PAN,Central America,2021,1,16674,12761,0.765,687.13,8768487.67,emerging
Panama,PAN,Central America,2021,2,11880,8965,0.755,619.18,5550946.06,emerging
Panama,PAN,Central America,2021,3,19660,12118,0.616,685.65,8308650.52,emerging
Panama,PAN,Central America,2021,4,15405,13421,0.871,670.37,8996979.67,emerging
Panama,PAN,Central America,2021,5,17310,13606,0.786,806.16,10968644.62,emerging
Panama,PAN,Central America,2021,6,19226,13215,0.687,1115.9,14746590.79,emerging
Panama,PAN,Central America,2021,7,16307,10536,0.646,1049.84,11061132.27,emerging
Panama,PAN,Central America,2021,8,20204,17767,0.879,1179.32,20953007.78,emerging
Panama,PAN,Central America,2021,9,14348,9778,0.682,698.9,6833839.34,emerging
Panama,PAN,Central America,2021,10,17491,16101,0.921,800.67,12891648.62,emerging
Panama,PAN,Central America,2021,11,14728,10163,0.69,776.24,7888924.65,emerging
Panama,PAN,Central America,2021,12,12482,11705,0.938,901.75,10555006.86,emerging
Panama,PAN,Central America,2022,1,19324,12192,0.631,691.71,8433327.03,emerging
Panama,PAN,Central America,2022,2,20835,17529,0.841,776.75,13615705.63,emerging
Panama,PAN,Central America,2022,3,21510,14798,0.688,800.08,11839613.14,emerging
Panama,PAN,Central America,2022,4,31063,20377,0.656,785.97,16015609.14,emerging
Panama,PAN,Central America,2022,5,34556,28440,0.823,663.41,18867271.62,emerging
Panama,PAN,Central America,2022,6,25231,18163,0.72,1102.78,20029864.72,emerging
Panama,PAN,Central America,2022,7,30015,27773,0.925,1085.37,30144052.19,emerging
Panama,PAN,Central America,2022,8,23171,19783,0.854,990.26,19590382.73,emerging
Panama,PAN,Central America,2022,9,20073,14796,0.737,602.7,8917538.14,emerging
Panama,PAN,Central America,2022,10,31781,24989,0.786,774.04,19342388.76,emerging
Panama,PAN,Central America,2022,11,17436,15017,0.861,727.61,10926569.87,emerging
Panama,PAN,Central America,2022,12,19116,17963,0.94,1048.15,18827974.39,emerging
Guatemala,GUA,Central America,2018,1,97948,59294,0.605,222.61,13199386.38,emerging
Guatemala,GUA,Central America,2018,2,81424,70483,0.866,240.26,16934002.6,emerging
Guatemala,GUA,Central America,2018,3,146564,112880,0.77,242.49,27372048.81,emerging
Guatemala,GUA,Central America,2018,4,112293,91744,0.817,223.93,20543785.73,emerging
Guatemala,GUA,Central America,2018,5,114074,107025,0.938,208.35,22298460.86,emerging
Guatemala,GUA,Central America,2018,6,111069,68325,0.615,332.0,22684204.18,emerging
Guatemala,GUA,Central America,2018,7,123165,77973,0.633,354.91,27673639.11,emerging
Guatemala,GUA,Central America,2018,8,152236,131358,0.863,397.6,52227521.99,emerging
Guatemala,GUA,Central America,2018,9,115434,73771,0.639,206.64,15243989.15,emerging
Guatemala,GUA,Central America,2018,10,116811,96674,0.828,212.14,20508768.41,emerging
Guatemala,GUA,Central America,2018,11,91170,78641,0.863,242.46,19067429.26,emerging
Guatemala,GUA,Central America,2018,12,111695,75226,0.674,362.91,27299951.57,emerging
Guatemala,GUA,Central America,2019,1,115267,104874,0.91,255.25,26769486.95,emerging
Guatemala,GUA,Central America,2019,2,113135,94540,0.836,236.38,22347682.82,emerging
Guatemala,GUA,Central America,2019,3,89645,81466,0.909,239.95,19547497.66,emerging
Guatemala,GUA,Central America,2019,4,145626,137840,0.947,273.88,37751092.08,emerging
Guatemala,GUA,Central America,2019,5,166134,101654,0.612,229.71,23351048.64,emerging
Guatemala,GUA,Central America,2019,6,129843,91007,0.701,399.93,36396144.52,emerging
Guatemala,GUA,Central America,2019,7,135148,107961,0.799,351.54,37953142.84,emerging
Guatemala,GUA,Central America,2019,8,126821,118198,0.932,361.92,42777879.87,emerging
Guatemala,GUA,Central America,2019,9,113419,83296,0.734,254.09,21164864.48,emerging
Guatemala,GUA,Central America,2019,10,106201,96415,0.908,212.43,20481008.67,emerging
Guatemala,GUA,Central America,2019,11,92821,60399,0.651,207.81,12551722.33,emerging
Guatemala,GUA,Central America,2019,12,100908,95833,0.95,309.43,29653887.07,emerging
Guatemala,GUA,Central America,2020,1,22299,15499,0.695,246.43,3819491.82,emerging
Guatemala,GUA,Central America,2020,2,27108,23398,0.863,200.65,4694754.85,emerging
Guatemala,GUA,Central America,2020,3,35241,28924,0.821,238.82,6907748.3,emerging
Guatemala,GUA,Central America,2020,4,29227,25693,0.879,225.79,5801249.7,emerging
Guatemala,GUA,Central America,2020,5,32876,23293,0.709,232.97,5426653.92,emerging
Guatemala,GUA,Central America,2020,6,32804,26658,0.813,388.42,10354524.89,emerging
Guatemala,GUA,Central America,2020,7,49736,37617,0.756,379.69,14282681.24,emerging
Guatemala,GUA,Central America,2020,8,48625,35421,0.728,360.42,12766272.01,emerging
Guatemala,GUA,Central America,2020,9,46642,31992,0.686,227.47,7277237.55,emerging
Guatemala,GUA,Central America,2020,10,27514,26019,0.946,206.44,5371383.79,emerging
Guatemala,GUA,Central America,2020,11,26382,20259,0.768,264.9,5366515.66,emerging
Guatemala,GUA,Central America,2020,12,29664,25778,0.869,367.6,9476080.63,emerging
Guatemala,GUA,Central America,2021,1,51522,46151,0.896,201.06,9279247.98,emerging
Guatemala,GUA,Central America,2021,2,61752,54973,0.89,270.34,14861403.1,emerging
Guatemala,GUA,Central America,2021,3,74137,67279,0.908,215.23,14480516.6,emerging
Guatemala,GUA,Central America,2021,4,75952,53950,0.71,208.19,11231715.95,emerging
Guatemala,GUA,Central America,2021,5,85236,55203,0.648,203.94,11257999.76,emerging
Guatemala,GUA,Central America,2021,6,82129,75282,0.917,376.41,28337073.39,emerging
Guatemala,GUA,Central America,2021,7,94197,76155,0.808,388.77,29607132.24,emerging
Guatemala,GUA,Central America,2021,8,71815,67930,0.946,310.34,21081498.39,emerging
Guatemala,GUA,Central America,2021,9,84088,69329,0.824,243.55,16884970.84,emerging
Guatemala,GUA,Central America,2021,10,68703,61427,0.894,264.72,16260728.47,emerging
Guatemala,GUA,Central America,2021,11,45320,30317,0.669,201.21,6100159.01,emerging
Guatemala,GUA,Central America,2021,12,61608,42654,0.692,372.1,15871706.2,emerging
Guatemala,GUA,Central America,2022,1,92716,80224,0.865,236.49,18972188.89,emerging
Guatemala,GUA,Central America,2022,2,61194,39095,0.639,258.24,10095965.96,emerging
Guatemala,GUA,Central America,2022,3,108976,77116,0.708,224.64,17323597.03,emerging
Guatemala,GUA,Central America,2022,4,89629,79307,0.885,256.03,20304615.13,emerging
Guatemala,GUA,Central America,2022,5,120326,82253,0.684,212.89,17510758.91,emerging
Guatemala,GUA,Central America,2022,6,92861,57199,0.616,318.71,18230100.01,emerging
Guatemala,GUA,Central America,2022,7,81871,65057,0.795,335.81,21846726.94,emerging
Guatemala,GUA,Central America,2022,8,130844,105711,0.808,365.91,38680730.46,emerging
Guatemala,GUA,Central America,2022,9,111491,77073,0.691,260.72,20094628.75,emerging
Guatemala,GUA,Central America,2022,10,117726,83653,0.711,201.28,16837668.0,emerging
Guatemala,GUA,Central America,2022,11,94132,86906,0.923,203.82,17713266.35,emerging
Guatemala,GUA,Central America,2022,12,63025,55823,0.886,330.15,18429758.88,emerging
Jamaica,JAM,Caribbean,2018,1,29375,19853,0.676,291.05,5778121.46,emerging
Jamaica,JAM,Caribbean,2018,2,20465,14145,0.691,300.28,4247504.91,emerging
Jamaica,JAM,Caribbean,2018,3,21519,13913,0.647,290.71,4044606.61,emerging
Jamaica,JAM,Caribbean,2018,4,22114,14022,0.634,246.68,3458983.05,emerging
Jamaica,JAM,Caribbean,2018,5,33834,28716,0.849,292.7,8405236.37,emerging
Jamaica,JAM,Caribbean,2018,6,30222,22294,0.738,369.47,8237002.39,emerging
Jamaica,JAM,Caribbean,2018,7,31364,26764,0.853,429.6,11497739.23,emerging
Jamaica,JAM,Caribbean,2018,8,31632,22301,0.705,388.26,8658678.88,emerging
Jamaica,JAM,Caribbean,2018,9,36015,23674,0.657,224.4,5312472.36,emerging
Jamaica,JAM,Caribbean,2018,10,34227,26951,0.787,267.09,7198312.21,emerging
Jamaica,JAM,Caribbean,2018,11,24390,21078,0.864,232.0,4890178.42,emerging
Jamaica,JAM,Caribbean,2018,12,25287,19327,0.764,428.67,8284816.14,emerging
Jamaica,JAM,Caribbean,2019,1,25145,23385,0.93,249.14,5826217.75,emerging
Jamaica,JAM,Caribbean,2019,2,28250,25603,0.906,268.2,6866768.67,emerging
Jamaica,JAM,Caribbean,2019,3,23233,16996,0.732,283.75,4822649.79,emerging
Jamaica,JAM,Caribbean,2019,4,29080,21535,0.741,272.47,5867739.1,emerging
Jamaica,JAM,Caribbean,2019,5,36441,22156,0.608,227.41,5038577.52,emerging
Jamaica,JAM,Caribbean,2019,6,21202,14442,0.681,376.97,5444185.55,emerging
Jamaica,JAM,Caribbean,2019,7,33527,24236,0.723,331.92,8044475.08,emerging
Jamaica,JAM,Caribbean,2019,8,27481,26074,0.949,368.39,9605461.08,emerging
Jamaica,JAM,Caribbean,2019,9,34596,21984,0.635,234.28,5150427.39,emerging
Jamaica,JAM,Caribbean,2019,10,30039,23292,0.775,283.12,6594490.41,emerging
Jamaica,JAM,Caribbean,2019,11,30368,20889,0.688,276.33,5772328.53,emerging
Jamaica,JAM,Caribbean,2019,12,25345,22849,0.902,377.31,8621188.84,emerging
Jamaica,JAM,Caribbean,2020,1,6059,4853,0.801,299.11,1451568.51,emerging
Jamaica,JAM,Caribbean,2020,2,5696,3896,0.684,246.08,958710.51,emerging
Jamaica,JAM,Caribbean,2020,3,7945,5665,0.713,239.72,1358038.83,emerging
Jamaica,JAM,Caribbean,2020,4,8451,5207,0.616,234.07,1218824.57,emerging
Jamaica,JAM,Caribbean,2020,5,9925,7190,0.724,248.64,1787730.08,emerging
Jamaica,JAM,Caribbean,2020,6,6962,5056,0.726,417.78,2112291.66,emerging
Jamaica,JAM,Caribbean,2020,7,9597,7727,0.805,347.99,2688947.59,emerging
Jamaica,JAM,Caribbean,2020,8,8468,7688,0.908,366.45,2817275.18,emerging
Jamaica,JAM,Caribbean,2020,9,7314,6635,0.907,278.39,1847125.19,emerging
Jamaica,JAM,Caribbean,2020,10,8280,6944,0.839,228.73,1588286.26,emerging
Jamaica,JAM,Caribbean,2020,11,8414,7725,0.918,239.49,1850046.04,emerging
Jamaica,JAM,Caribbean,2020,12,7390,5492,0.743,405.21,2225437.3,emerging
Jamaica,JAM,Caribbean,2021,1,15385,12130,0.788,230.45,2795308.1,emerging
Jamaica,JAM,Caribbean,2021,2,15067,10324,0.685,257.33,2656659.32,emerging
Jamaica,JAM,Caribbean,2021,3,15096,13691,0.907,233.64,3198715.17,emerging
Jamaica,JAM,Caribbean,2021,4,17048,12556,0.737,289.61,3636383.55,emerging
Jamaica,JAM,Caribbean,2021,5,14966,13495,0.902,274.68,3706846.89,emerging
Jamaica,JAM,Caribbean,2021,6,19132,13572,0.709,436.58,5925263.76,emerging
Jamaica,JAM,Caribbean,2021,7,19872,14574,0.733,348.34,5076701.26,emerging
Jamaica,JAM,Caribbean,2021,8,20207,19125,0.946,360.69,6898143.56,emerging
Jamaica,JAM,Caribbean,2021,9,19209,12368,0.644,298.56,3692553.17,emerging
Jamaica,JAM,Caribbean,2021,10,19366,13968,0.721,245.13,3424005.53,emerging
Jamaica,JAM,Caribbean,2021,11,16314,13177,0.808,295.81,3897918.39,emerging
Jamaica,JAM,Caribbean,2021,12,15382,12138,0.789,432.03,5244007.36,emerging
Jamaica,JAM,Caribbean,2022,1,19974,17924,0.897,289.38,5186807.13,emerging
Jamaica,JAM,Caribbean,2022,2,22757,14192,0.624,268.17,3805799.42,emerging
Jamaica,JAM,Caribbean,2022,3,21550,16629,0.772,257.94,4289327.91,emerging
Jamaica,JAM,Caribbean,2022,4,25671,18263,0.711,258.18,4715085.9,emerging
Jamaica,JAM,Caribbean,2022,5,21987,15129,0.688,274.48,4152678.37,emerging
Jamaica,JAM,Caribbean,2022,6,20694,13776,0.666,388.08,5346242.45,emerging
Jamaica,JAM,Caribbean,2022,7,21359,13764,0.644,424.97,5849270.88,emerging
Jamaica,JAM,Caribbean,2022,8,23035,16624,0.722,368.28,6122270.84,emerging
Jamaica,JAM,Caribbean,2022,9,29998,18270,0.609,267.87,4894064.92,emerging
Jamaica,JAM,Caribbean,2022,10,25234,22098,0.876,298.52,6596682.09,emerging
Jamaica,JAM,Caribbean,2022,11,17110,12887,0.753,275.38,3548849.44,emerging
Jamaica,JAM,Caribbean,2022,12,22153,20198,0.912,403.38,8147385.02,emerging
Dominican Republic,DOM,Caribbean,2018,1,117915,74265,0.63,365.26,27125679.89,emerging
Dominican Republic,DOM,Caribbean,2018,2,64408,42645,0.662,395.66,16872882.68,emerging
Dominican Republic,DOM,Caribbean,2018,3,110526,90794,0.821,399.7,36290050.63,emerging
Dominican Republic,DOM,Caribbean,2018,4,87171,72587,0.833,374.52,27185399.82,emerging
Dominican Republic,DOM,Caribbean,2018,5,109287,78048,0.714,389.78,30421417.77,emerging
Dominican Republic,DOM,Caribbean,2018,6,119690,95216,0.796,503.53,47944524.09,emerging
Dominican Republic,DOM,Caribbean,2018,7,141642,103539,0.731,597.82,61898008.36,emerging
Dominican Republic,DOM,Caribbean,2018,8,126783,116399,0.918,581.13,67642822.22,emerging
Dominican Republic,DOM,Caribbean,2018,9,74212,64870,0.874,379.64,24627228.46,emerging
Dominican Republic,DOM,Caribbean,2018,10,86221,74287,0.862,335.9,24953283.18,emerging
Dominican Republic,DOM,Caribbean,2018,11,57207,49516,0.866,412.42,20421258.16,emerging
Dominican Republic,DOM,Caribbean,2018,12,114667,80572,0.703,618.65,49846189.54,emerging
Dominican Republic,DOM,Caribbean,2019,1,93332,83241,0.892,405.03,33715323.5,emerging
Dominican Republic,DOM,Caribbean,2019,2,77448,49434,0.638,405.31,20036210.48,emerging
Dominican Republic,DOM,Caribbean,2019,3,95988,68091,0.709,408.3,27801444.47,emerging
Dominican Republic,DOM,Caribbean,2019,4,84703,67405,0.796,364.11,24543007.2,emerging
Dominican Republic,DOM,Caribbean,2019,5,95920,64834,0.676,412.26,26728451.77,emerging
Dominican Republic,DOM,Caribbean,2019,6,98779,59345,0.601,639.52,37952479.82,emerging
Dominican Republic,DOM,Caribbean,2019,7,107317,89007,0.829,628.31,55923767.5,emerging
Dominican Republic,DOM,Caribbean,2019,8,112106,98615,0.88,636.22,62740783.42,emerging
Dominican Republic,DOM,Caribbean,2019,9,140690,111886,0.795,363.64,40686711.93,emerging
Dominican Republic,DOM,Caribbean,2019,10,97970,87647,0.895,422.4,37022316.58,emerging
Dominican Republic,DOM,Caribbean,2019,11,97154,78600,0.809,377.23,29650648.22,emerging
