Country,Country_Code,Region,Year,Month,Hotel_Bookings,Average_Daily_Rate,Occupancy_Rate,Revenue,Tourism_Maturity
Jamaica,JAM,Caribbean,2022,2,10903,406.26,0.578,2561041.11,emerging
Jamaica,JAM,Caribbean,2022,3,11957,443.15,0.829,4392771.75,emerging
Jamaica,JAM,Caribbean,2022,4,9383,378.09,0.576,2042090.66,emerging
Jamaica,JAM,Caribbean,2022,5,11638,418.55,0.556,2706626.67,emerging
Jamaica,JAM,Caribbean,2022,6,11947,652.91,0.804,6274684.34,emerging
Jamaica,JAM,Caribbean,2022,7,13604,715.8,0.516,5022923.11,emerging
Jamaica,JAM,Caribbean,2022,8,9410,576.66,0.46,2493977.39,emerging
Jamaica,JAM,Caribbean,2022,9,11569,322.4,0.731,2728204.52,emerging
Jamaica,JAM,Caribbean,2022,10,14563,330.18,0.852,4095203.41,emerging
Jamaica,JAM,Caribbean,2022,11,7694,455.38,0.754,2640868.77,emerging
Jamaica,JAM,Caribbean,2022,12,10835,597.07,0.573,3710068.78,emerging
Dominican Republic,DOM,Caribbean,2018,1,43149,578.36,0.901,22494538.81,emerging
Dominican Republic,DOM,Caribbean,2018,2,44497,679.33,0.693,20953036.69,emerging
Dominican Republic,DOM,Caribbean,2018,3,55223,591.82,0.482,15763488.06,emerging
Dominican Republic,DOM,Caribbean,2018,4,58787,537.48,0.429,13570900.02,emerging
Dominican Republic,DOM,Caribbean,2018,5,43815,642.9,0.734,20672806.68,emerging
Dominican Republic,DOM,Caribbean,2018,6,55799,1064.7,0.826,49042306.25,emerging
Dominican Republic,DOM,Caribbean,2018,7,86330,1019.18,0.829,72912331.29,emerging
Dominican Republic,DOM,Caribbean,2018,8,64485,914.5,0.571,33650546.47,emerging
Dominican Republic,DOM,Caribbean,2018,9,39734,454.09,0.564,10168420.8,emerging
Dominican Republic,DOM,Caribbean,2018,10,48621,482.58,0.469,11015040.91,emerging
Dominican Republic,DOM,Caribbean,2018,11,32347,681.91,0.859,18937904.76,emerging
Dominican Republic,DOM,Caribbean,2018,12,52311,983.92,0.611,31466297.76,emerging
Dominican Republic,DOM,Caribbean,2019,1,37586,494.9,0.836,15542191.44,emerging
Dominican Republic,DOM,Caribbean,2019,2,37003,700.9,0.787,20417605.67,emerging
Dominican Republic,DOM,Caribbean,2019,3,39136,611.3,0.644,15411912.25,emerging
Dominican Republic,DOM,Caribbean,2019,4,40249,621.62,0.94,23522140.88,emerging
Dominican Republic,DOM,Caribbean,2019,5,63732,737.19,0.416,19558883.05,emerging
Dominican Republic,DOM,Caribbean,2019,6,46538,859.12,0.545,21781237.98,emerging
Dominican Republic,DOM,Caribbean,2019,7,59270,1037.46,0.675,41533916.18,emerging
Dominican Republic,DOM,Caribbean,2019,8,62596,1132.75,0.49,34739372.26,emerging
Dominican Republic,DOM,Caribbean,2019,9,70161,602.15,0.649,27432635.65,emerging
Dominican Republic,DOM,Caribbean,2019,10,54953,477.8,0.885,23247029.33,emerging
Dominican Republic,DOM,Caribbean,2019,11,45590,728.08,0.947,31432850.52,emerging
Dominican Republic,DOM,Caribbean,2019,12,48137,861.84,0.492,20394310.05,emerging
Dominican Republic,DOM,Caribbean,2020,1,9192,481.14,0.848,3752311.05,emerging
Dominican Republic,DOM,Caribbean,2020,2,10298,760.28,0.786,6157238.39,emerging
Dominican Republic,DOM,Caribbean,2020,3,12167,600.33,0.657,4797337.72,emerging
Dominican Republic,DOM,Caribbean,2020,4,15978,619.42,0.417,4128532.52,emerging
Dominican Republic,DOM,Caribbean,2020,5,16851,603.9,0.835,8497560.69,emerging
Dominican Republic,DOM,Caribbean,2020,6,14093,905.77,0.427,5445979.94,emerging
Dominican Republic,DOM,Caribbean,2020,7,21360,1144.88,0.646,15789483.52,emerging
Dominican Republic,DOM,Caribbean,2020,8,15116,882.14,0.558,7441836.65,emerging
Dominican Republic,DOM,Caribbean,2020,9,15487,583.64,0.76,6873795.53,emerging
Dominican Republic,DOM,Caribbean,2020,10,13234,464.31,0.605,3719414.35,emerging
Dominican Republic,DOM,Caribbean,2020,11,15871,607.47,0.931,8972396.32,emerging
Dominican Republic,DOM,Caribbean,2020,12,13369,920.29,0.506,6229452.82,emerging
Dominican Republic,DOM,Caribbean,2021,1,28354,619.64,0.732,12864252.78,emerging
Dominican Republic,DOM,Caribbean,2021,2,32592,680.29,0.424,9397590.74,emerging
Dominican Republic,DOM,Caribbean,2021,3,32114,618.47,0.615,12223485.82,emerging
Dominican Republic,DOM,Caribbean,2021,4,25879,643.98,0.482,8036662.45,emerging
Dominican Republic,DOM,Caribbean,2021,5,30628,555.39,0.593,10082494.51,emerging
Dominican Republic,DOM,Caribbean,2021,6,27977,883.15,0.489,12082344.56,emerging
Dominican Republic,DOM,Caribbean,2021,7,30702,1118.24,0.513,17623194.78,emerging
Dominican Republic,DOM,Caribbean,2021,8,43317,931.72,0.833,33621584.36,emerging
Dominican Republic,DOM,Caribbean,2021,9,26490,510.89,0.516,6981335.3,emerging
Dominican Republic,DOM,Caribbean,2021,10,33918,630.65,0.476,10190926.51,emerging
Dominican Republic,DOM,Caribbean,2021,11,27579,501.7,0.469,6482835.58,emerging
Dominican Republic,DOM,Caribbean,2021,12,29409,990.64,0.747,21767739.93,emerging
Dominican Republic,DOM,Caribbean,2022,1,31657,625.18,0.542,10720268.52,emerging
Dominican Republic,DOM,Caribbean,2022,2,37253,656.72,0.483,11808903.05,emerging
Dominican Republic,DOM,Caribbean,2022,3,47377,720.72,0.466,15919667.86,emerging
Dominican Republic,DOM,Caribbean,2022,4,43905,473.42,0.592,12303010.05,emerging
Dominican Republic,DOM,Caribbean,2022,5,44739,627.01,0.453,12707944.07,emerging
Dominican Republic,DOM,Caribbean,2022,6,55009,1143.41,0.5,31428487.7,emerging
Dominican Republic,DOM,Caribbean,2022,7,67634,1010.18,0.915,62498886.67,emerging
Dominican Republic,DOM,Caribbean,2022,8,41428,1085.45,0.433,19465695.05,emerging
Dominican Republic,DOM,Caribbean,2022,9,49430,663.73,0.604,19804360.68,emerging
Dominican Republic,DOM,Caribbean,2022,10,35399,709.29,0.732,18373730.7,emerging
Dominican Republic,DOM,Caribbean,2022,11,36580,590.03,0.855,18444973.46,emerging
Dominican Republic,DOM,Caribbean,2022,12,32047,860.68,0.901,24857303.66,emerging
Bahamas,BAH,Caribbean,2018,1,3045,3356.9,0.512,5237838.65,mature
Bahamas,BAH,Caribbean,2018,2,3294,3105.61,0.75,7674149.97,mature
Bahamas,BAH,Caribbean,2018,3,3233,2755.03,0.856,7622947.96,mature
Bahamas,BAH,Caribbean,2018,4,3495,3951.31,0.605,8352497.61,mature
Bahamas,BAH,Caribbean,2018,5,4820,3176.25,0.412,6308462.93,mature
Bahamas,BAH,Caribbean,2018,6,5137,5023.43,0.853,22018525.22,mature
Bahamas,BAH,Caribbean,2018,7,3046,5745.06,0.852,14916030.04,mature
Bahamas,BAH,Caribbean,2018,8,3265,6654.16,0.674,14638154.89,mature
Bahamas,BAH,Caribbean,2018,9,3919,3959.88,0.588,9121380.64,mature
Bahamas,BAH,Caribbean,2018,10,3268,4096.37,0.57,7636013.6,mature
Bahamas,BAH,Caribbean,2018,11,2996,4238.68,0.843,10704747.03,mature
Bahamas,BAH,Caribbean,2018,12,2562,6003.18,0.783,12040224.94,mature
Bahamas,BAH,Caribbean,2019,1,3188,3488.72,0.947,10534694.65,mature
Bahamas,BAH,Caribbean,2019,2,2764,3826.04,0.887,9382550.11,mature
Bahamas,BAH,Caribbean,2019,3,3684,4379.37,0.585,9437904.77,mature
Bahamas,BAH,Caribbean,2019,4,3311,4322.44,0.617,8826870.97,mature
Bahamas,BAH,Caribbean,2019,5,3568,2971.68,0.816,8648938.13,mature
Bahamas,BAH,Caribbean,2019,6,3341,5507.73,0.672,12365280.87,mature
Bahamas,BAH,Caribbean,2019,7,4548,5014.82,0.751,17119398.93,mature
Bahamas,BAH,Caribbean,2019,8,3743,5414.95,0.814,16501108.04,mature
Bahamas,BAH,Caribbean,2019,9,3160,3219.57,0.659,6706298.06,mature
Bahamas,BAH,Caribbean,2019,10,3118,4471.38,0.478,6660634.54,mature
Bahamas,BAH,Caribbean,2019,11,3520,2816.62,0.817,8102160.27,mature
Bahamas,BAH,Caribbean,2019,12,3038,6349.3,0.577,11133851.53,mature
Bahamas,BAH,Caribbean,2020,1,1004,3714.87,0.919,3427562.76,mature
Bahamas,BAH,Caribbean,2020,2,832,3675.41,0.822,2512253.73,mature
Bahamas,BAH,Caribbean,2020,3,932,2732.53,0.935,2380639.39,mature
Bahamas,BAH,Caribbean,2020,4,829,3166.61,0.667,1751253.23,mature
Bahamas,BAH,Caribbean,2020,5,1061,4159.27,0.616,2719727.31,mature
Bahamas,BAH,Caribbean,2020,6,834,6019.12,0.617,3096871.08,mature
Bahamas,BAH,Caribbean,2020,7,1491,6626.4,0.65,6424306.27,mature
Bahamas,BAH,Caribbean,2020,8,795,6721.79,0.468,2502968.75,mature
Bahamas,BAH,Caribbean,2020,9,1103,2980.53,0.499,1640143.31,mature
Bahamas,BAH,Caribbean,2020,10,1010,3800.64,0.926,3554022.34,mature
Bahamas,BAH,Caribbean,2020,11,787,3620.42,0.938,2671434.32,mature
Bahamas,BAH,Caribbean,2020,12,1097,6390.94,0.504,3533029.03,mature
Bahamas,BAH,Caribbean,2021,1,1678,3355.33,0.692,3894970.36,mature
Bahamas,BAH,Caribbean,2021,2,1573,3857.98,0.8,4852379.11,mature
Bahamas,BAH,Caribbean,2021,3,2545,2819.27,0.652,4674836.63,mature
Bahamas,BAH,Caribbean,2021,4,2519,3256.31,0.572,4693394.01,mature
Bahamas,BAH,Caribbean,2021,5,1717,3491.74,0.943,5652127.3,mature
Bahamas,BAH,Caribbean,2021,6,2215,6012.36,0.809,10770832.92,mature
Bahamas,BAH,Caribbean,2021,7,1835,6720.84,0.613,7555073.91,mature
Bahamas,BAH,Caribbean,2021,8,2447,5066.78,0.48,5952661.78,mature
Bahamas,BAH,Caribbean,2021,9,2028,3351.29,0.866,5887639.76,mature
Bahamas,BAH,Caribbean,2021,10,1724,3918.93,0.472,3190445.63,mature
Bahamas,BAH,Caribbean,2021,11,1845,4182.86,0.675,5208894.9,mature
Bahamas,BAH,Caribbean,2021,12,1431,6210.23,0.486,4318489.84,mature
Bahamas,BAH,Caribbean,2022,1,2061,3891.24,0.945,7580171.76,mature
Bahamas,BAH,Caribbean,2022,2,2542,3826.77,0.696,6772336.15,mature
Bahamas,BAH,Caribbean,2022,3,3177,3739.0,0.631,7496291.03,mature
Bahamas,BAH,Caribbean,2022,4,3082,3137.63,0.454,4386777.05,mature
Bahamas,BAH,Caribbean,2022,5,3117,2872.03,0.605,5418107.7,mature
Bahamas,BAH,Caribbean,2022,6,3507,6043.27,0.945,20036849.72,mature
Bahamas,BAH,Caribbean,2022,7,2788,5713.45,0.473,7530198.69,mature
Bahamas,BAH,Caribbean,2022,8,3370,6389.13,0.665,14321428.31,mature
Bahamas,BAH,Caribbean,2022,9,2373,3880.11,0.697,6413355.35,mature
Bahamas,BAH,Caribbean,2022,10,2173,3466.91,0.639,4816666.48,mature
Bahamas,BAH,Caribbean,2022,11,3421,4318.63,0.804,11876900.12,mature
Bahamas,BAH,Caribbean,2022,12,3025,6404.13,0.897,17374627.95,mature
Cuba,CUB,Caribbean,2018,1,35953,668.18,0.811,19477879.34,emerging
Cuba,CUB,Caribbean,2018,2,48265,567.06,0.587,16073093.85,emerging
Cuba,CUB,Caribbean,2018,3,37217,598.08,0.589,13104375.88,emerging
Cuba,CUB,Caribbean,2018,4,60547,811.75,0.808,39718351.24,emerging
Cuba,CUB,Caribbean,2018,5,76014,822.1,0.629,39299454.01,emerging
Cuba,CUB,Caribbean,2018,6,53090,956.74,0.912,46312065.14,emerging
Cuba,CUB,Caribbean,2018,7,46167,1202.81,0.608,33760039.28,emerging
Cuba,CUB,Caribbean,2018,8,60578,1087.06,0.849,55916975.55,emerging
Cuba,CUB,Caribbean,2018,9,53086,611.67,0.728,23623968.44,emerging
Cuba,CUB,Caribbean,2018,10,57198,690.33,0.915,36127828.15,emerging
Cuba,CUB,Caribbean,2018,11,49783,790.51,0.64,25177833.88,emerging
Cuba,CUB,Caribbean,2018,12,36106,1005.09,0.93,33755642.82,emerging
Cuba,CUB,Caribbean,2019,1,48703,772.94,0.563,21191669.86,emerging
Cuba,CUB,Caribbean,2019,2,42678,859.9,0.437,16022642.3,emerging
Cuba,CUB,Caribbean,2019,3,47737,631.96,0.63,19017321.69,emerging
Cuba,CUB,Caribbean,2019,4,62996,536.62,0.595,20106827.66,emerging
Cuba,CUB,Caribbean,2019,5,61892,755.66,0.815,38127302.19,emerging
Cuba,CUB,Caribbean,2019,6,65476,957.81,0.512,32094397.41,emerging
Cuba,CUB,Caribbean,2019,7,60587,1068.53,0.626,40526899.88,emerging
Cuba,CUB,Caribbean,2019,8,67060,941.28,0.763,48179576.59,emerging
Cuba,CUB,Caribbean,2019,9,43331,526.7,0.625,14253950.51,emerging
Cuba,CUB,Caribbean,2019,10,69604,556.2,0.705,27294732.54,emerging
Cuba,CUB,Caribbean,2019,11,42875,586.63,0.682,17148062.78,emerging
Cuba,CUB,Caribbean,2019,12,45255,1120.4,0.487,24668804.66,emerging
Cuba,CUB,Caribbean,2020,1,13768,717.19,0.415,4096107.81,emerging
Cuba,CUB,Caribbean,2020,2,13054,560.44,0.475,3474800.26,emerging
Cuba,CUB,Caribbean,2020,3,11077,667.48,0.604,4469048.85,emerging
Cuba,CUB,Caribbean,2020,4,18145,724.36,0.882,11590982.75,emerging
Cuba,CUB,Caribbean,2020,5,14616,536.35,0.655,5133263.86,emerging
Cuba,CUB,Caribbean,2020,6,19470,1005.88,0.45,8816281.77,emerging
Cuba,CUB,Caribbean,2020,7,15432,1076.0,0.568,9438907.53,emerging
Cuba,CUB,Caribbean,2020,8,14146,1026.3,0.775,11255213.39,emerging
Cuba,CUB,Caribbean,2020,9,12612,731.72,0.695,6413451.49,emerging
Cuba,CUB,Caribbean,2020,10,14578,593.48,0.687,5942422.33,emerging
Cuba,CUB,Caribbean,2020,11,10704,659.43,0.715,5046432.45,emerging
Cuba,CUB,Caribbean,2020,12,13220,1028.36,0.521,7079453.55,emerging
Cuba,CUB,Caribbean,2021,1,21663,629.23,0.938,12791736.47,emerging
Cuba,CUB,Caribbean,2021,2,24157,669.79,0.759,12283970.69,emerging
Cuba,CUB,Caribbean,2021,3,33369,845.96,0.872,24606021.62,emerging
Cuba,CUB,Caribbean,2021,4,42992,846.59,0.527,19178034.94,emerging
Cuba,CUB,Caribbean,2021,5,33324,823.39,0.743,20394509.15,emerging
Cuba,CUB,Caribbean,2021,6,30840,972.13,0.642,19236374.73,emerging
Cuba,CUB,Caribbean,2021,7,41139,1072.64,0.807,35600143.16,emerging
Cuba,CUB,Caribbean,2021,8,33937,1186.14,0.914,36794028.02,emerging
Cuba,CUB,Caribbean,2021,9,34200,511.67,0.415,7268234.63,emerging
Cuba,CUB,Caribbean,2021,10,30778,764.11,0.459,10787016.38,emerging
Cuba,CUB,Caribbean,2021,11,24727,793.74,0.845,16592902.58,emerging
Cuba,CUB,Caribbean,2021,12,24374,1044.55,0.829,21106536.69,emerging
Cuba,CUB,Caribbean,2022,1,34152,848.37,0.665,19255371.61,emerging
Cuba,CUB,Caribbean,2022,2,43682,687.52,0.919,27588636.0,emerging
Cuba,CUB,Caribbean,2022,3,39240,586.73,0.58,13345341.05,emerging
Cuba,CUB,Caribbean,2022,4,52683,683.26,0.595,21411860.89,emerging
Cuba,CUB,Caribbean,2022,5,47136,551.96,0.403,10483614.52,emerging
Cuba,CUB,Caribbean,2022,6,44603,1153.8,0.791,40729101.41,emerging
Cuba,CUB,Caribbean,2022,7,52738,1269.6,0.627,41958833.17,emerging
Cuba,CUB,Caribbean,2022,8,51992,962.88,0.432,21608911.93,emerging
Cuba,CUB,Caribbean,2022,9,32409,665.48,0.516,11133349.72,emerging
Cuba,CUB,Caribbean,2022,10,41628,737.24,0.597,18327493.64,emerging
Cuba,CUB,Caribbean,2022,11,40971,652.47,0.493,13177165.24,emerging
Cuba,CUB,Caribbean,2022,12,31511,1021.04,0.432,13890691.92,emerging
Barbados,BAR,Caribbean,2018,1,2408,2371.38,0.587,3351114.93,mature
Barbados,BAR,Caribbean,2018,2,2197,2393.49,0.522,2747230.02,mature
Barbados,BAR,Caribbean,2018,3,2050,2053.21,0.755,3179554.97,mature
Barbados,BAR,Caribbean,2018,4,2641,2282.98,0.431,2599938.37,mature
Barbados,BAR,Caribbean,2018,5,2548,1769.66,0.818,3686251.37,mature
Barbados,BAR,Caribbean,2018,6,2774,3111.84,0.452,3904971.07,mature
Barbados,BAR,Caribbean,2018,7,2453,2920.33,0.577,4135758.09,mature
Barbados,BAR,Caribbean,2018,8,2987,3859.58,0.62,7143709.09,mature
Barbados,BAR,Caribbean,2018,9,2630,1692.15,0.495,2203685.0,mature
Barbados,BAR,Caribbean,2018,10,2159,2335.25,0.434,2185949.78,mature
Barbados,BAR,Caribbean,2018,11,2815,2076.5,0.699,4087943.66,mature
Barbados,BAR,Caribbean,2018,12,2226,3553.48,0.659,5215095.27,mature
Barbados,BAR,Caribbean,2019,1,2248,1798.35,0.909,3675242.14,mature
Barbados,BAR,Caribbean,2019,2,2070,1983.3,0.593,2433244.54,mature
Barbados,BAR,Caribbean,2019,3,1775,1712.81,0.504,1532966.42,mature
Barbados,BAR,Caribbean,2019,4,2433,1951.11,0.83,3940446.57,mature
Barbados,BAR,Caribbean,2019,5,3048,1719.41,0.71,3718875.16,mature
Barbados,BAR,Caribbean,2019,6,2730,3491.69,0.73,6958668.29,mature
Barbados,BAR,Caribbean,2019,7,2974,2869.32,0.802,6846167.5,mature
Barbados,BAR,Caribbean,2019,8,2586,3425.62,0.533,4724036.9,mature
Barbados,BAR,Caribbean,2019,9,2816,2031.0,0.754,4310171.21,mature
Barbados,BAR,Caribbean,2019,10,2951,2478.94,0.803,5871552.44,mature
Barbados,BAR,Caribbean,2019,11,1796,2434.89,0.74,3237025.49,mature
Barbados,BAR,Caribbean,2019,12,2447,3803.05,0.537,4996025.68,mature
Barbados,BAR,Caribbean,2020,1,626,2066.25,0.813,1051559.91,mature
Barbados,BAR,Caribbean,2020,2,513,2196.6,0.649,731204.78,mature
Barbados,BAR,Caribbean,2020,3,648,2400.04,0.499,776466.55,mature
Barbados,BAR,Caribbean,2020,4,866,2362.42,0.646,1321441.16,mature
Barbados,BAR,Caribbean,2020,5,786,1526.63,0.838,1006030.21,mature
Barbados,BAR,Caribbean,2020,6,755,3193.89,0.585,1410189.13,mature
Barbados,BAR,Caribbean,2020,7,840,3566.7,0.825,2470298.83,mature
Barbados,BAR,Caribbean,2020,8,713,3524.15,0.796,2001070.03,mature
Barbados,BAR,Caribbean,2020,9,694,1616.35,0.892,1000673.17,mature
Barbados,BAR,Caribbean,2020,10,675,2211.96,0.432,645599.14,mature
Barbados,BAR,Caribbean,2020,11,814,2123.34,0.866,1497373.74,mature
Barbados,BAR,Caribbean,2020,12,861,3841.67,0.871,2880487.19,mature
Barbados,BAR,Caribbean,2021,1,1149,2468.59,0.441,1251660.74,mature
Barbados,BAR,Caribbean,2021,2,1503,1814.59,0.736,2006050.6,mature
Barbados,BAR,Caribbean,2021,3,1279,2344.88,0.461,1383898.28,mature
Barbados,BAR,Caribbean,2021,4,1223,2394.84,0.782,2291687.48,mature
Barbados,BAR,Caribbean,2021,5,1142,1947.27,0.423,940796.03,mature
Barbados,BAR,Caribbean,2021,6,1372,3854.46,0.76,4021209.07,mature
Barbados,BAR,Caribbean,2021,7,1585,3191.65,0.937,4740863.83,mature
Barbados,BAR,Caribbean,2021,8,1487,3414.45,0.62,3149186.59,mature
Barbados,BAR,Caribbean,2021,9,1421,2448.78,0.587,2044196.27,mature
Barbados,BAR,Caribbean,2021,10,1611,2104.97,0.553,1875773.25,mature
Barbados,BAR,Caribbean,2021,11,1113,2093.72,0.485,1129506.29,mature
Barbados,BAR,Caribbean,2021,12,1423,2882.53,0.452,1854094.19,mature
Barbados,BAR,Caribbean,2022,1,2067,1639.54,0.662,2242232.97,mature
Barbados,BAR,Caribbean,2022,2,1798,2291.55,0.924,3807706.23,mature
Barbados,BAR,Caribbean,2022,3,2689,1705.8,0.915,4194896.15,mature
Barbados,BAR,Caribbean,2022,4,1893,2024.12,0.632,2421104.11,mature
Barbados,BAR,Caribbean,2022,5,2177,2478.65,0.583,3144428.02,mature
Barbados,BAR,Caribbean,2022,6,2207,3067.24,0.839,5676516.07,mature
Barbados,BAR,Caribbean,2022,7,2956,3128.02,0.775,7164631.26,mature
Barbados,BAR,Caribbean,2022,8,2463,3415.51,0.73,6143825.62,mature
Barbados,BAR,Caribbean,2022,9,2240,1600.41,0.769,2755539.1,mature
Barbados,BAR,Caribbean,2022,10,2435,1985.53,0.873,4220756.46,mature
Barbados,BAR,Caribbean,2022,11,1340,1783.42,0.467,1115483.59,mature
Barbados,BAR,Caribbean,2022,12,1527,3105.73,0.944,4475271.01,mature
China,CHI,Asia,2018,1,4253998,990.58,0.465,1959744228.29,emerging
China,CHI,Asia,2018,2,3893860,1144.55,0.561,2498039974.93,emerging
China,CHI,Asia,2018,3,5748560,1150.83,0.724,4787769945.72,emerging
China,CHI,Asia,2018,4,4893601,995.3,0.865,4211424513.62,emerging
China,CHI,Asia,2018,5,4556560,889.21,0.576,2331984967.27,emerging
China,CHI,Asia,2018,6,5272282,1661.19,0.632,5534444841.4,emerging
China,CHI,Asia,2018,7,6539442,1537.69,0.521,5235659166.79,emerging
China,CHI,Asia,2018,8,5457779,1497.74,0.625,5109771331.58,emerging
China,CHI,Asia,2018,9,6404870,697.9,0.686,3068279969.99,emerging
China,CHI,Asia,2018,10,6107619,1080.66,0.529,3494787978.52,emerging
China,CHI,Asia,2018,11,4680207,1082.82,0.625,3166380134.13,emerging
China,CHI,Asia,2018,12,5709253,1681.43,0.514,4938796507.52,emerging
China,CHI,Asia,2019,1,5079482,758.61,0.508,1956849776.86,emerging
China,CHI,Asia,2019,2,4418142,1118.95,0.429,2118574638.83,emerging
China,CHI,Asia,2019,3,4755795,942.83,0.615,2756714300.86,emerging
China,CHI,Asia,2019,4,5664670,1126.74,0.494,3150703290.7,emerging
China,CHI,Asia,2019,5,5093290,688.03,0.6,2102973657.73,emerging
China,CHI,Asia,2019,6,4624597,1454.79,0.677,4553535697.54,emerging
China,CHI,Asia,2019,7,6824748,1436.21,0.582,5703052863.11,emerging
China,CHI,Asia,2019,8,7022765,1655.9,0.528,6140366561.48,emerging
China,CHI,Asia,2019,9,5968073,1068.06,0.444,2828085891.45,emerging
China,CHI,Asia,2019,10,4798935,887.21,0.503,2141128900.27,emerging
